ID,WF,Time,NWP1_00h_D-2_U,NWP1_00h_D-2_V,NWP1_00h_D-2_T,NWP1_06h_D-2_U,NWP1_06h_D-2_V,NWP1_06h_D-2_T,NWP1_12h_D-2_U,NWP1_12h_D-2_V,NWP1_12h_D-2_T,NWP1_18h_D-2_U,NWP1_18h_D-2_V,NWP1_18h_D-2_T,NWP1_00h_D-1_U,NWP1_00h_D-1_V,NWP1_00h_D-1_T,NWP1_06h_D-1_U,NWP1_06h_D-1_V,NWP1_06h_D-1_T,NWP1_12h_D-1_U,NWP1_12h_D-1_V,NWP1_12h_D-1_T,NWP1_18h_D-1_U,NWP1_18h_D-1_V,NWP1_18h_D-1_T,NWP1_00h_D_U,NWP1_00h_D_V,NWP1_00h_D_T,NWP1_06h_D_U,NWP1_06h_D_V,NWP1_06h_D_T,NWP1_12h_D_U,NWP1_12h_D_V,NWP1_12h_D_T,NWP1_18h_D_U,NWP1_18h_D_V,NWP1_18h_D_T,NWP2_00h_D-2_U,NWP2_00h_D-2_V,NWP2_12h_D-2_U,NWP2_12h_D-2_V,NWP2_00h_D-1_U,NWP2_00h_D-1_V,NWP2_12h_D-1_U,NWP2_12h_D-1_V,NWP2_00h_D_U,NWP2_00h_D_V,NWP2_12h_D_U,NWP2_12h_D_V,NWP3_00h_D-2_U,NWP3_00h_D-2_V,NWP3_00h_D-2_T,NWP3_06h_D-2_U,NWP3_06h_D-2_V,NWP3_06h_D-2_T,NWP3_12h_D-2_U,NWP3_12h_D-2_V,NWP3_12h_D-2_T,NWP3_18h_D-2_U,NWP3_18h_D-2_V,NWP3_18h_D-2_T,NWP3_00h_D-1_U,NWP3_00h_D-1_V,NWP3_00h_D-1_T,NWP3_06h_D-1_U,NWP3_06h_D-1_V,NWP3_06h_D-1_T,NWP3_12h_D-1_U,NWP3_12h_D-1_V,NWP3_12h_D-1_T,NWP3_18h_D-1_U,NWP3_18h_D-1_V,NWP3_18h_D-1_T,NWP3_00h_D_U,NWP3_00h_D_V,NWP3_00h_D_T,NWP3_06h_D_U,NWP3_06h_D_V,NWP3_06h_D_T,NWP3_12h_D_U,NWP3_12h_D_V,NWP3_12h_D_T,NWP3_18h_D_U,NWP3_18h_D_V,NWP3_18h_D_T,NWP4_00h_D-2_U,NWP4_00h_D-2_V,NWP4_00h_D-2_CLCT,NWP4_12h_D-2_U,NWP4_12h_D-2_V,NWP4_12h_D-2_CLCT,NWP4_00h_D-1_U,NWP4_00h_D-1_V,NWP4_00h_D-1_CLCT,NWP4_12h_D-1_U,NWP4_12h_D-1_V,NWP4_12h_D-1_CLCT,NWP4_00h_D_U,NWP4_00h_D_V,NWP4_00h_D_CLCT,NWP4_12h_D_U,NWP4_12h_D_V,NWP4_12h_D_CLCT,NWP1_U,NWP1_V,NWP1_T,NWP2_U,NWP2_V,NWP3_U,NWP3_V,NWP3_T,NWP4_U,NWP4_V,NWP4_CLCT
3430,WF1,2018-09-20 22:00:00,,,,,,,-0.4055,1.855,296.2,0.916,0.596,295.8,-0.1938,0.6343,295.2,-0.9805,1.4,292.2,-1.112,2.576,296.0,-0.5356,2.87,296.2,-1.159,1.751,295.8,-1.117,1.391,295.2,-0.1898,1.045,295.8,2.03,1.083,296.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-1.007,0.509,-1.92e-05,-0.4155,0.2708,-1.05e-05,-1.057,0.952,-1.89e-05,-0.963,0.05447,-2.1e-05,2.029296875,1.0830078125,296.0,,,,,,-0.962890625,0.054473876953125,-2.09808349609375e-05
3431,WF1,2018-09-20 23:00:00,,,,,,,0.6133,0.4888,296.0,0.9507,-0.4019,295.5,0.0097,-0.4053,294.2,-1.113,0.7896,292.0,-1.174,1.683,295.8,0.4087,1.224,295.8,-0.3413,0.738,295.5,-0.6865,0.438,295.0,-0.227,-0.2651,295.2,1.461,-0.4558,295.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.6978,-0.4373,-1.92e-05,-0.929,-0.1825,-1.05e-05,-1.025,0.5103,-1.89e-05,-1.048,-0.3987,-2.1e-05,1.4609375,-0.455810546875,295.75,,,,,,-1.0478515625,-0.398681640625,-2.09808349609375e-05
3432,WF1,2018-09-21 00:00:00,-0.5747,-1.167,293.5,-1.815,0.687,291.8,-1.827,0.828,295.2,-0.4182,0.6416,295.5,-0.4033,0.432,295.2,-1.213,0.0188,294.8,-1.137,-0.578,295.0,-0.473,-1.22,295.2,-1.7705,-0.4312,293.2,,,,,,,,,,-0.346,-0.932,-1.101,0.4578,0.0466,1.141,-0.3267,0.6934,-1.469,0.4785,,,0.2563,-1.206,296.5,0.01305,0.147,296.2,-0.4678,0.3167,296.5,-0.823,0.1494,296.8,-0.5625,0.3364,296.8,-0.9897,0.557,297.0,-0.7773,0.7725,296.8,-0.585,0.966,297.0,-0.3757,1.114,296.5,,,,,,,,,,-0.605,-1.164,-1.92e-05,-0.9478,-0.902,-1.05e-05,-0.9424,-0.001164,-1.89e-05,-1.013,-0.518,-2.1e-05,-0.9326,-0.3435,-1.52e-05,,,,-1.7705078125,-0.43115234375,293.25,-1.46875,0.478515625,-0.375732421875,1.1142578125,296.5,-0.9326171875,-0.343505859375,-1.519918441772461e-05
3433,WF1,2018-09-21 01:00:00,-1.067,-1.7295,293.2,-1.873,-0.0104,291.5,-2.656,0.1575,295.0,-1.3545,-0.0468,295.2,-0.6743,0.262,295.0,-1.959,0.0965,294.8,-1.539,-0.8794,294.8,-1.739,-1.246,295.2,-2.105,-0.0432,293.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-1.27,-0.7583,-1.05e-05,-1.005,-0.4487,-1.89e-05,-0.9346,-0.582,-2.1e-05,-1.13,-0.3645,-1.52e-05,,,,-2.10546875,-0.043212890625,293.25,,,,,,-1.1298828125,-0.364501953125,-1.519918441772461e-05
3434,WF1,2018-09-21 02:00:00,-1.472,-2.145,293.2,-2.336,-1.001,291.8,-3.0,-0.737,294.8,-2.178,-0.8076,295.0,-0.865,-0.7314,294.8,-2.096,-0.368,294.5,-1.925,-1.0205,294.8,-2.086,-0.9634,295.2,-1.876,0.2693,293.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-1.18,-0.96,-1.05e-05,-1.135,-0.7637,-1.89e-05,-0.9873,-0.854,-2.1e-05,-1.167,-0.7285,-1.52e-05,,,,-1.8759765625,0.269287109375,293.25,,,,,,-1.1669921875,-0.728515625,-1.519918441772461e-05
3435,WF1,2018-09-21 03:00:00,-1.333,-2.574,293.5,-3.87,-0.1676,292.2,-3.014,-1.247,294.8,-2.836,-0.4304,295.0,-1.238,-1.689,294.5,-2.104,-1.127,294.2,-2.537,-0.8804,294.8,-2.283,-0.7666,295.2,-1.554,-0.0155,293.2,,,,,,,,,,-0.659,-3.555,-2.633,-0.1293,-1.753,-0.8716,-1.603,-1.213,-2.322,-0.475,,,-2.012,-1.696,296.2,-2.342,-1.306,296.2,-2.688,-0.3818,296.5,-2.652,-0.3838,296.5,-2.662,-0.3264,296.5,-2.516,-0.4355,296.8,-2.156,-0.533,296.8,-2.342,-0.4985,296.5,-2.168,-0.6167,296.5,,,,,,,,,,,,,-1.12,-1.12,-1.05e-05,-1.125,-0.968,-1.89e-05,-0.855,-1.325,-2.1e-05,-1.119,-0.9785,-1.52e-05,,,,-1.5537109375,-0.0155029296875,293.25,-2.322265625,-0.47509765625,-2.16796875,-0.61669921875,296.5,-1.119140625,-0.978515625,-1.519918441772461e-05
3436,WF1,2018-09-21 04:00:00,-1.448,-3.133,294.0,-4.16,0.2334,293.5,-3.594,-0.889,294.8,-2.91,-0.3098,295.0,-1.696,-1.828,294.5,-2.79,-1.425,294.2,-2.836,-1.144,294.8,-1.636,-1.1455,295.0,-0.0555,-1.42,293.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-1.374,-1.092,-1.05e-05,-0.977,-1.111,-1.89e-05,-0.6987,-1.266,-2.1e-05,-0.8706,-1.217,-1.52e-05,,,,-0.055511474609375,-1.419921875,293.25,,,,,,-0.87060546875,-1.216796875,-1.519918441772461e-05
3437,WF1,2018-09-21 05:00:00,-2.62,-3.014,294.5,-3.322,-0.1833,293.8,-3.762,-0.3748,294.8,-2.605,-0.8496,295.0,-1.686,-1.586,294.5,-3.666,-1.157,294.2,-3.404,-0.948,294.5,-1.275,-1.582,294.8,0.7783,-2.713,293.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-1.542,-0.9478,5.395,-0.707,-1.411,-1.89e-05,-0.6997,-1.283,-2.1e-05,-0.549,-1.346,-1.52e-05,,,,0.7783203125,-2.712890625,293.0,,,,,,-0.548828125,-1.345703125,-1.519918441772461e-05
3438,WF1,2018-09-21 06:00:00,-3.646,-2.193,294.5,-2.19,-0.952,293.5,-3.46,-0.151,294.5,-2.625,-1.03,294.5,-0.95,-2.076,294.5,-3.666,-0.814,294.2,-3.59,-0.4663,294.5,-1.492,-1.147,294.5,1.405,-3.297,293.2,-0.3452,-2.365,292.8,,,,,,,-2.32,-3.002,-3.875,0.1462,-3.168,-1.051,-2.346,-1.057,-1.8545,-0.5703,,,-2.406,-1.391,296.5,-1.833,-1.646,296.2,-1.964,-1.356,296.0,-1.801,-1.624,296.2,-1.948,-1.106,296.5,-1.913,-1.296,296.5,-2.03,-0.87,296.5,-1.932,-0.9507,296.2,-2.307,-0.981,296.2,-2.77,-0.7686,296.5,,,,,,,,,,-0.913,-1.282,-1.05e-05,-0.882,-1.3,-1.89e-05,-0.5796,-1.429,-2.1e-05,-0.4492,-1.374,-1.52e-05,,,,-0.34521484375,-2.365234375,292.75,-1.8544921875,-0.5703125,-2.76953125,-0.7685546875,296.5,-0.44921875,-1.3740234375,-1.519918441772461e-05
3439,WF1,2018-09-21 07:00:00,-3.744,-1.422,295.0,-1.614,-1.795,293.5,-3.297,-0.179,294.5,-2.734,-0.4883,294.8,-0.8643,-2.002,294.8,-3.457,0.0378,294.5,-3.166,0.4668,294.8,-1.6045,-0.1481,294.8,1.348,-3.096,293.5,-0.1118,-1.987,293.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.2085,-1.227,-1.05e-05,-0.4868,-1.067,-1.89e-05,-0.6777,-0.985,0.363,-0.3835,-1.292,-1.52e-05,,,,-0.11181640625,-1.9873046875,293.0,,,,,,-0.383544921875,-1.2919921875,-1.519918441772461e-05
3440,WF1,2018-09-21 08:00:00,-2.746,-1.102,295.5,-2.148,-1.516,294.8,-3.16,-0.0818,295.5,-2.48,0.609,295.8,-1.039,-1.443,295.5,-1.85,0.3962,295.2,-1.314,0.554,295.5,-0.659,0.2583,295.8,0.8535,-2.537,294.5,-0.1171,-1.547,294.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.749,-1.798,4.27,0.475,-1.609,1.535,0.0239,-1.051,-2.1e-05,-0.2798,-1.051,16.08,,,,-0.11712646484375,-1.546875,294.0,,,,,,-0.27978515625,-1.05078125,16.078125
3441,WF1,2018-09-21 09:00:00,0.3557,-1.231,297.2,-0.7935,-0.5063,296.5,-1.725,0.349,297.8,0.743,0.6436,297.2,1.127,-0.616,297.2,1.649,-0.256,297.0,1.52,-0.2266,296.8,2.22,-0.433,297.2,1.924,-1.837,296.2,0.845,-0.932,295.8,,,,,,,1.056,-2.092,2.814,-0.4373,0.9404,-0.642,2.28,-0.5635,2.637,-0.0607,,,0.08453,-1.401,299.0,0.871,-0.7173,298.5,0.7495,-1.323,298.5,0.57,-0.3665,298.5,1.211,-0.7866,299.0,1.435,-0.8936,299.0,1.462,-0.325,298.5,1.607,-0.539,298.2,0.7017,-0.3745,299.0,0.5024,0.01666,299.0,,,,,,,,,,1.195,-0.8394,-1.05e-05,1.992,-0.88,-1.89e-05,1.771,-0.497,-2.1e-05,0.344,-0.403,-1.52e-05,,,,0.84521484375,-0.93212890625,295.75,2.63671875,-0.060699462890625,0.50244140625,0.01666259765625,299.0,0.343994140625,-0.403076171875,-1.519918441772461e-05
3442,WF1,2018-09-21 10:00:00,2.629,-1.206,298.5,3.213,-0.912,298.0,2.145,0.269,298.8,4.305,-1.047,298.8,4.13,-1.669,298.2,3.842,-1.674,298.2,3.96,-1.398,298.2,4.742,-1.771,298.0,5.914,-2.297,296.8,3.877,-0.811,297.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.154,-0.3052,100.0,1.807,0.1852,46.97,2.574,0.2651,0.09155,2.42,0.2585,-1.52e-05,,,,3.876953125,-0.81103515625,297.0,,,,,,2.419921875,0.258544921875,-1.519918441772461e-05
3443,WF1,2018-09-21 11:00:00,3.604,-1.28,299.8,3.605,-0.512,298.8,3.86,0.1252,299.8,4.656,-0.678,299.2,4.285,-1.009,299.0,4.004,-0.9585,299.0,4.918,-1.102,298.8,5.14,-1.508,298.2,4.047,-2.123,297.5,4.28,-1.2705,297.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.621,0.08234,62.4,2.871,0.494,71.44,3.178,0.4104,-2.1e-05,3.84,0.6025,-1.52e-05,,,,4.28125,-1.2705078125,297.5,,,,,,3.83984375,0.6025390625,-1.519918441772461e-05
3444,WF1,2018-09-21 12:00:00,4.426,-0.7256,300.0,4.0,0.2289,299.0,4.195,0.474,299.8,4.95,-0.1453,299.2,3.768,0.1387,299.0,3.77,0.3174,299.0,3.775,0.006,298.8,3.164,0.4353,298.2,2.232,-0.301,298.8,3.834,0.273,298.0,4.59,0.5015,299.0,,,,5.574,1.203,4.375,1.52,5.445,0.92,4.9,1.443,4.94,1.161,4.35,1.529,3.996,1.33,301.0,3.887,0.651,301.0,4.293,-0.03745,302.0,4.293,0.11285,301.0,4.13,0.3428,301.0,4.363,0.1318,301.0,4.246,0.61,301.0,4.383,0.2485,301.0,4.715,0.2559,300.5,4.344,0.792,301.0,3.303,1.189,300.0,,,,,,,2.885,0.876,76.2,3.87,0.8965,0.9917,3.742,1.174,-2.1e-05,4.703,0.933,-1.52e-05,3.148,1.055,0.5005,4.58984375,0.50146484375,299.0,4.3515625,1.529296875,3.302734375,1.189453125,300.0,3.1484375,1.0546875,0.50048828125
3445,WF1,2018-09-21 13:00:00,,,,4.27,0.658,299.0,4.086,0.932,299.8,4.57,0.1573,299.2,4.043,0.5815,299.0,2.816,1.166,298.5,2.68,1.134,298.8,2.23,1.086,298.2,3.305,1.339,298.8,3.07,1.291,297.8,3.486,1.309,298.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.164,1.535,0.586,4.1,1.726,0.1587,4.277,1.463,-1.52e-05,3.656,1.67,26.52,3.486328125,1.30859375,298.75,,,,,,3.65625,1.669921875,26.515625
3446,WF1,2018-09-21 14:00:00,,,,4.79,0.76,299.0,4.152,1.617,299.0,3.377,1.076,299.5,3.766,1.754,298.8,2.375,1.604,298.5,3.064,2.035,298.5,2.605,1.718,298.2,4.188,2.252,297.8,3.184,2.059,297.5,3.803,1.868,298.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.53,1.522,0.5156,4.1,2.1,-2.1e-05,4.367,1.972,-1.52e-05,3.977,2.28,0.00915,3.802734375,1.8681640625,298.75,,,,,,3.9765625,2.279296875,0.00914764404296875
3447,WF1,2018-09-21 15:00:00,,,,4.25,1.2705,299.0,3.766,1.984,298.5,3.09,1.941,299.0,4.414,1.629,298.8,2.873,2.162,298.2,4.582,2.273,298.2,3.574,2.707,298.0,4.617,1.469,297.8,4.562,2.361,296.8,4.477,2.639,298.0,,,,,,5.68,1.296,4.816,3.027,4.98,1.8125,4.91,2.379,5.375,2.197,,,,4.355,1.682,302.0,4.81,0.691,302.0,4.867,1.142,302.0,4.758,1.044,302.0,5.04,0.6123,303.0,5.04,1.372,302.0,5.133,1.273,301.5,5.297,1.035,302.2,5.18,1.259,301.5,4.688,0.681,301.5,,,,,,,,,,4.16,1.833,-1.89e-05,3.953,2.133,100.0,3.865,2.13,29.78,3.51,2.209,-8.17e-06,4.4765625,2.638671875,298.0,5.375,2.197265625,4.6875,0.68115234375,301.5,3.509765625,2.208984375,-8.165836334228516e-06
3448,WF1,2018-09-21 16:00:00,,,,4.367,1.785,298.2,3.322,2.945,298.2,3.83,2.074,298.5,4.754,2.033,298.5,3.99,2.457,297.8,4.473,1.96,298.2,4.223,2.723,297.8,4.01,1.408,298.0,4.957,1.149,297.0,4.31,1.595,298.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.947,1.648,-1.89e-05,3.77,1.685,100.0,3.746,1.797,100.0,3.78,1.826,87.8,4.30859375,1.5947265625,298.25,,,,,,3.779296875,1.826171875,87.8125
3449,WF1,2018-09-21 17:00:00,,,,5.113,2.166,297.8,3.717,3.857,298.0,3.361,2.938,297.8,4.33,3.03,298.0,3.92,2.525,297.5,5.344,2.775,298.2,4.344,3.0,297.8,3.225,0.0562,297.8,4.246,0.5747,297.0,4.27,1.331,298.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.906,2.113,65.1,2.559,1.677,27.86,3.193,-0.7876,100.0,3.059,0.1985,40.7,4.26953125,1.3310546875,298.0,,,,,,3.05859375,0.198486328125,40.6875
3450,WF1,2018-09-21 18:00:00,,,,5.26,2.74,297.2,4.473,3.525,297.5,3.96,3.963,297.5,3.045,3.205,297.5,3.615,3.41,297.2,4.66,2.598,297.8,4.242,-0.317,298.0,6.047,-6.727,298.5,3.236,-1.502,297.0,3.592,-0.4424,297.8,1.652,1.527,296.8,,,5.535,-2.72,5.33,-1.326,7.363,-4.26,5.645,-5.81,6.555,-12.28,,,,4.734,2.412,298.8,5.812,2.533,300.0,7.234,-0.139,301.5,7.4,0.2544,301.2,8.414,-5.36,302.8,8.3,-6.074,302.5,8.61,-6.42,302.5,7.773,-9.06,302.5,8.336,-7.2,302.0,7.547,-7.926,301.8,6.785,-4.46,301.0,,,,,,,3.594,-3.16,100.0,3.36,-3.625,100.0,3.629,-4.16,38.72,3.445,-4.69,0.1816,1.65234375,1.52734375,296.75,6.5546875,-12.28125,6.78515625,-4.4609375,301.0,3.4453125,-4.69140625,0.181640625
3451,WF1,2018-09-21 19:00:00,,,,,,,4.027,3.547,297.0,4.082,4.266,297.2,2.305,-2.951,297.5,3.11,-1.692,297.0,6.77,-6.207,298.0,6.76,-6.84,298.8,9.23,-8.266,300.0,6.254,-5.45,297.2,9.78,-8.86,300.0,3.045,-2.727,296.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.137,-3.025,-1.89e-05,5.402,-4.13,-2.1e-05,4.844,-3.79,7.223,5.28,-5.0,-8.17e-06,3.044921875,-2.7265625,296.75,,,,,,5.28125,-5.0,-8.165836334228516e-06
3452,WF1,2018-09-21 20:00:00,,,,,,,1.512,3.072,297.0,4.73,-3.701,297.5,6.47,-4.66,297.2,7.195,-5.383,297.2,10.266,-7.05,299.5,10.37,-7.996,299.8,6.117,-9.42,299.5,10.08,-6.652,299.0,6.246,-8.016,299.5,7.777,-8.28,299.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.19,-3.078,56.78,4.848,-4.383,100.0,4.594,-3.482,19.95,4.086,-5.69,100.0,7.77734375,-8.28125,299.0,,,,,,4.0859375,-5.69140625,100.0
3453,WF1,2018-09-21 21:00:00,,,,,,,1.768,1.552,296.8,8.984,-4.79,298.2,9.414,-6.03,298.8,10.11,-6.03,298.5,9.6,-7.605,299.2,9.61,-8.49,299.2,6.46,-7.945,298.8,10.44,-7.91,298.5,7.42,-6.223,298.8,8.33,-8.445,298.8,,,7.574,-6.37,8.22,-6.742,7.28,-7.12,7.17,-7.47,6.527,-6.477,,,,,,,5.156,-6.797,300.0,4.66,-9.95,299.2,4.516,-9.96,299.2,4.484,-10.04,298.8,4.992,-10.18,299.0,5.418,-10.14,299.0,6.164,-8.53,299.0,6.17,-8.97,298.8,5.59,-8.62,297.8,5.582,-9.945,298.0,,,,,,,4.76,-3.031,100.0,4.895,-3.824,88.1,4.387,-3.271,70.9,3.04,-5.195,100.0,8.328125,-8.4453125,298.75,6.52734375,-6.4765625,5.58203125,-9.9453125,298.0,3.0390625,-5.1953125,100.0
3454,WF1,2018-09-21 22:00:00,,,,,,,2.387,-2.607,296.5,8.875,-9.625,298.8,7.875,-7.992,298.5,8.76,-6.973,298.2,8.42,-8.13,298.8,8.07,-6.957,299.0,5.97,-6.836,298.5,8.73,-7.7,298.2,9.07,-5.566,298.5,8.44,-7.957,298.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.35,-3.262,48.9,3.795,-5.22,100.0,3.398,-3.098,4.91,3.025,-3.658,100.0,8.4375,-7.95703125,298.25,,,,,,3.025390625,-3.658203125,100.0
3455,WF1,2018-09-21 23:00:00,,,,,,,4.984,-5.008,297.0,5.02,-10.77,297.5,5.508,-9.85,298.5,6.49,-8.92,298.0,4.797,-9.69,298.8,8.78,-6.727,298.5,4.633,-8.164,298.0,5.36,-9.26,298.0,7.37,-7.26,298.2,4.43,-9.266,297.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.004,-4.934,0.4578,3.918,-5.758,100.0,4.02,-3.443,100.0,3.83,-3.203,100.0,4.4296875,-9.265625,297.75,,,,,,3.830078125,-3.203125,100.0
3456,WF1,2018-09-22 00:00:00,4.38,-9.7,297.8,5.83,-9.85,297.5,4.773,-9.66,297.0,4.59,-9.02,298.0,5.113,-8.805,296.5,5.1,-9.03,296.5,4.46,-8.77,297.2,4.062,-7.996,295.5,5.29,-8.86,295.2,,,,,,,,,,4.383,-9.22,5.152,-8.24,4.29,-7.883,4.17,-9.29,4.27,-9.445,,,4.633,-10.65,296.0,4.13,-11.47,295.2,4.14,-10.81,296.0,4.42,-11.12,296.5,4.688,-11.83,296.5,4.1,-11.41,296.2,4.926,-9.59,295.8,4.38,-10.29,296.0,5.71,-8.62,295.8,,,,,,,,,,3.732,-4.5,12.1,3.637,-4.9,36.66,3.877,-5.016,100.0,4.18,-5.996,100.0,3.365,-5.453,100.0,,,,5.2890625,-8.859375,295.25,4.26953125,-9.4453125,5.7109375,-8.6171875,295.75,3.365234375,-5.453125,100.0
3457,WF1,2018-09-22 01:00:00,3.88,-9.19,297.0,5.04,-10.164,296.8,4.777,-9.28,296.2,4.43,-8.68,296.5,3.594,-8.96,295.5,4.43,-9.04,295.5,4.324,-8.88,296.0,4.16,-7.773,294.8,4.54,-9.18,294.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.686,-4.926,67.3,3.117,-4.707,100.0,3.535,-5.523,100.0,2.885,-5.324,100.0,,,,4.5390625,-9.1796875,294.5,,,,,,2.884765625,-5.32421875,100.0
3458,WF1,2018-09-22 02:00:00,3.387,-8.99,296.2,4.79,-10.016,296.2,4.35,-9.35,295.5,3.605,-8.664,295.8,3.352,-9.055,294.8,4.176,-9.195,294.8,4.06,-9.96,295.2,4.61,-8.64,294.2,4.383,-10.18,294.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.617,-4.77,100.0,2.438,-4.227,94.56,2.97,-6.316,29.61,2.938,-5.434,97.94,,,,4.3828125,-10.1796875,294.0,,,,,,2.9375,-5.43359375,97.9375
3459,WF1,2018-09-22 03:00:00,3.535,-8.62,296.0,4.777,-9.555,295.8,4.13,-9.24,295.0,3.537,-10.03,295.0,4.176,-10.32,294.2,3.314,-10.02,294.0,2.309,-11.53,294.8,3.354,-9.945,293.8,3.398,-11.13,293.5,,,,,,,,,,3.783,-9.81,3.793,-13.18,3.56,-12.9,3.842,-11.56,3.734,-11.66,,,3.664,-9.945,294.8,4.508,-10.69,293.2,4.85,-10.34,293.8,5.03,-10.41,293.8,4.957,-10.31,294.0,4.91,-10.79,293.5,4.91,-11.41,292.5,5.203,-10.82,292.5,5.336,-10.445,292.8,,,,,,,,,,,,,2.908,-4.234,70.75,2.68,-4.887,100.0,2.693,-7.527,23.27,2.697,-5.773,100.0,,,,3.3984375,-11.1328125,293.5,3.734375,-11.65625,5.3359375,-10.4453125,292.75,2.697265625,-5.7734375,100.0
3460,WF1,2018-09-22 04:00:00,3.967,-8.2,295.5,4.29,-9.586,295.2,4.37,-9.52,294.5,3.924,-9.45,294.2,3.338,-12.25,293.8,3.11,-10.74,293.8,2.588,-12.1,294.0,2.98,-11.63,293.0,2.758,-12.54,293.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.8,-5.715,100.0,2.2,-5.824,100.0,3.078,-7.742,68.2,2.688,-6.652,100.0,,,,2.7578125,-12.5390625,293.0,,,,,,2.6875,-6.65234375,100.0
3461,WF1,2018-09-22 05:00:00,4.023,-7.824,295.2,3.906,-10.1,295.0,4.49,-9.875,294.2,4.62,-10.48,294.0,3.246,-13.08,293.2,3.125,-11.61,293.2,2.803,-11.984,293.5,2.842,-13.125,292.2,2.758,-13.3,292.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.465,-6.45,100.0,2.127,-6.4,100.0,3.162,-6.996,100.0,2.701,-6.824,100.0,,,,2.7578125,-13.296875,292.5,,,,,,2.701171875,-6.82421875,100.0
3462,WF1,2018-09-22 06:00:00,4.598,-7.83,295.0,4.18,-9.336,294.5,4.3,-9.72,293.8,5.312,-12.37,293.5,3.826,-13.65,292.8,3.88,-11.14,292.8,3.314,-12.164,292.8,3.787,-13.12,291.5,3.074,-12.555,292.0,1.684,-11.9,291.5,,,,,,,5.543,-11.16,5.32,-12.76,4.94,-11.805,4.703,-11.52,3.674,-11.65,,,4.453,-10.2,292.2,4.7,-9.83,290.8,4.855,-10.17,291.0,5.215,-10.6,291.5,5.543,-11.086,291.8,5.69,-11.01,291.0,5.363,-11.85,290.2,5.766,-11.89,290.0,5.797,-11.53,290.0,5.51,-11.22,289.8,,,,,,,,,,2.514,-7.027,100.0,2.912,-5.625,100.0,3.09,-7.508,100.0,2.87,-7.16,100.0,,,,1.68359375,-11.8984375,291.5,3.673828125,-11.6484375,5.51171875,-11.21875,289.75,2.869140625,-7.16015625,100.0
3463,WF1,2018-09-22 07:00:00,5.246,-7.914,295.0,4.816,-9.13,294.5,4.49,-9.87,293.8,5.457,-12.8,293.2,4.25,-13.8,292.5,4.605,-11.43,292.5,4.543,-11.35,292.5,4.867,-13.2,291.5,3.398,-12.94,291.8,2.125,-12.555,291.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.363,-8.445,99.25,2.355,-7.777,100.0,2.908,-8.14,97.7,2.51,-8.16,100.0,,,,2.125,-12.5546875,291.25,,,,,,2.509765625,-8.15625,100.0
